Repository Name,Key,JavaVersion,Type,Priority
D:\Repositories\accumulo,S1948,"6, 7",CODE_SMELL,CRITICAL
D:\Repositories\accumulo,S1948,"6, 7",CODE_SMELL,CRITICAL
D:\Repositories\accumulo,S1948,"6, 7",CODE_SMELL,CRITICAL
D:\Repositories\accumulo,S2147,7,CODE_SMELL,MINOR
D:\Repositories\accumulo,S2274,5,CODE_SMELL,CRITICAL
D:\Repositories\accumulo,S2789,8,BUG,MAJOR
D:\Repositories\accumulo,S2789,8,BUG,MAJOR
D:\Repositories\accumulo,S2864,2,CODE_SMELL,MAJOR
D:\Repositories\accumulo,S2864,2,CODE_SMELL,MAJOR
D:\Repositories\accumulo,S2864,2,CODE_SMELL,MAJOR
D:\Repositories\accumulo,S2864,2,CODE_SMELL,MAJOR
D:\Repositories\accumulo,S2864,2,CODE_SMELL,MAJOR
