Value;Href;Version;MethodParameter;FullClassPath;ModifiedValue
TAG_PAGE_NAME;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/BaselineTIFFTagSet.html#TAG_PAGE_NAME;9;[''];.java.desktop.javax.imageio.plugins.tiff.BaselineTIFFTagSet;TAG_PAGE_NAME
TAG_PAGE_NUMBER;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/BaselineTIFFTagSet.html#TAG_PAGE_NUMBER;9;[''];.java.desktop.javax.imageio.plugins.tiff.BaselineTIFFTagSet;TAG_PAGE_NUMBER
TAG_PHOTOMETRIC_INTERPRETATION;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/BaselineTIFFTagSet.html#TAG_PHOTOMETRIC_INTERPRETATION;9;[''];.java.desktop.javax.imageio.plugins.tiff.BaselineTIFFTagSet;TAG_PHOTOMETRIC_INTERPRETATION
TAG_PIXEL_X_DIMENSION;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/ExifTIFFTagSet.html#TAG_PIXEL_X_DIMENSION;9;[''];.java.desktop.javax.imageio.plugins.tiff.ExifTIFFTagSet;TAG_PIXEL_X_DIMENSION
TAG_PIXEL_Y_DIMENSION;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/ExifTIFFTagSet.html#TAG_PIXEL_Y_DIMENSION;9;[''];.java.desktop.javax.imageio.plugins.tiff.ExifTIFFTagSet;TAG_PIXEL_Y_DIMENSION
TAG_PLANAR_CONFIGURATION;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/BaselineTIFFTagSet.html#TAG_PLANAR_CONFIGURATION;9;[''];.java.desktop.javax.imageio.plugins.tiff.BaselineTIFFTagSet;TAG_PLANAR_CONFIGURATION
TAG_PREDICTOR;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/BaselineTIFFTagSet.html#TAG_PREDICTOR;9;[''];.java.desktop.javax.imageio.plugins.tiff.BaselineTIFFTagSet;TAG_PREDICTOR
TAG_PRIMARY_CHROMATICITES;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/BaselineTIFFTagSet.html#TAG_PRIMARY_CHROMATICITES;9;[''];.java.desktop.javax.imageio.plugins.tiff.BaselineTIFFTagSet;TAG_PRIMARY_CHROMATICITES
TAG_REFERENCE_BLACK_WHITE;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/BaselineTIFFTagSet.html#TAG_REFERENCE_BLACK_WHITE;9;[''];.java.desktop.javax.imageio.plugins.tiff.BaselineTIFFTagSet;TAG_REFERENCE_BLACK_WHITE
TAG_RELATED_SOUND_FILE;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/ExifTIFFTagSet.html#TAG_RELATED_SOUND_FILE;9;[''];.java.desktop.javax.imageio.plugins.tiff.ExifTIFFTagSet;TAG_RELATED_SOUND_FILE
TAG_RESOLUTION_UNIT;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/BaselineTIFFTagSet.html#TAG_RESOLUTION_UNIT;9;[''];.java.desktop.javax.imageio.plugins.tiff.BaselineTIFFTagSet;TAG_RESOLUTION_UNIT
TAG_ROWS_PER_STRIP;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/BaselineTIFFTagSet.html#TAG_ROWS_PER_STRIP;9;[''];.java.desktop.javax.imageio.plugins.tiff.BaselineTIFFTagSet;TAG_ROWS_PER_STRIP
TAG_S_MAX_SAMPLE_VALUE;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/BaselineTIFFTagSet.html#TAG_S_MAX_SAMPLE_VALUE;9;[''];.java.desktop.javax.imageio.plugins.tiff.BaselineTIFFTagSet;TAG_S_MAX_SAMPLE_VALUE
TAG_S_MIN_SAMPLE_VALUE;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/BaselineTIFFTagSet.html#TAG_S_MIN_SAMPLE_VALUE;9;[''];.java.desktop.javax.imageio.plugins.tiff.BaselineTIFFTagSet;TAG_S_MIN_SAMPLE_VALUE
TAG_SAMPLE_FORMAT;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/BaselineTIFFTagSet.html#TAG_SAMPLE_FORMAT;9;[''];.java.desktop.javax.imageio.plugins.tiff.BaselineTIFFTagSet;TAG_SAMPLE_FORMAT
TAG_SAMPLES_PER_PIXEL;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/BaselineTIFFTagSet.html#TAG_SAMPLES_PER_PIXEL;9;[''];.java.desktop.javax.imageio.plugins.tiff.BaselineTIFFTagSet;TAG_SAMPLES_PER_PIXEL
TAG_SATURATION;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/ExifTIFFTagSet.html#TAG_SATURATION;9;[''];.java.desktop.javax.imageio.plugins.tiff.ExifTIFFTagSet;TAG_SATURATION
TAG_SCENE_CAPTURE_TYPE;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/ExifTIFFTagSet.html#TAG_SCENE_CAPTURE_TYPE;9;[''];.java.desktop.javax.imageio.plugins.tiff.ExifTIFFTagSet;TAG_SCENE_CAPTURE_TYPE
TAG_SCENE_TYPE;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/ExifTIFFTagSet.html#TAG_SCENE_TYPE;9;[''];.java.desktop.javax.imageio.plugins.tiff.ExifTIFFTagSet;TAG_SCENE_TYPE
TAG_SENSING_METHOD;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/ExifTIFFTagSet.html#TAG_SENSING_METHOD;9;[''];.java.desktop.javax.imageio.plugins.tiff.ExifTIFFTagSet;TAG_SENSING_METHOD
TAG_SHARPNESS;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/ExifTIFFTagSet.html#TAG_SHARPNESS;9;[''];.java.desktop.javax.imageio.plugins.tiff.ExifTIFFTagSet;TAG_SHARPNESS
TAG_SHUTTER_SPEED_VALUE;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/ExifTIFFTagSet.html#TAG_SHUTTER_SPEED_VALUE;9;[''];.java.desktop.javax.imageio.plugins.tiff.ExifTIFFTagSet;TAG_SHUTTER_SPEED_VALUE
TAG_SOFTWARE;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/BaselineTIFFTagSet.html#TAG_SOFTWARE;9;[''];.java.desktop.javax.imageio.plugins.tiff.BaselineTIFFTagSet;TAG_SOFTWARE
TAG_SPATIAL_FREQUENCY_RESPONSE;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/ExifTIFFTagSet.html#TAG_SPATIAL_FREQUENCY_RESPONSE;9;[''];.java.desktop.javax.imageio.plugins.tiff.ExifTIFFTagSet;TAG_SPATIAL_FREQUENCY_RESPONSE
TAG_SPECTRAL_SENSITIVITY;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/ExifTIFFTagSet.html#TAG_SPECTRAL_SENSITIVITY;9;[''];.java.desktop.javax.imageio.plugins.tiff.ExifTIFFTagSet;TAG_SPECTRAL_SENSITIVITY
TAG_STRIP_BYTE_COUNTS;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/BaselineTIFFTagSet.html#TAG_STRIP_BYTE_COUNTS;9;[''];.java.desktop.javax.imageio.plugins.tiff.BaselineTIFFTagSet;TAG_STRIP_BYTE_COUNTS
TAG_STRIP_OFFSETS;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/BaselineTIFFTagSet.html#TAG_STRIP_OFFSETS;9;[''];.java.desktop.javax.imageio.plugins.tiff.BaselineTIFFTagSet;TAG_STRIP_OFFSETS
TAG_SUB_SEC_TIME;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/ExifTIFFTagSet.html#TAG_SUB_SEC_TIME;9;[''];.java.desktop.javax.imageio.plugins.tiff.ExifTIFFTagSet;TAG_SUB_SEC_TIME
TAG_SUB_SEC_TIME_DIGITIZED;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/ExifTIFFTagSet.html#TAG_SUB_SEC_TIME_DIGITIZED;9;[''];.java.desktop.javax.imageio.plugins.tiff.ExifTIFFTagSet;TAG_SUB_SEC_TIME_DIGITIZED
TAG_SUB_SEC_TIME_ORIGINAL;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/ExifTIFFTagSet.html#TAG_SUB_SEC_TIME_ORIGINAL;9;[''];.java.desktop.javax.imageio.plugins.tiff.ExifTIFFTagSet;TAG_SUB_SEC_TIME_ORIGINAL
TAG_SUBFILE_TYPE;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/BaselineTIFFTagSet.html#TAG_SUBFILE_TYPE;9;[''];.java.desktop.javax.imageio.plugins.tiff.BaselineTIFFTagSet;TAG_SUBFILE_TYPE
TAG_SUBJECT_AREA;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/ExifTIFFTagSet.html#TAG_SUBJECT_AREA;9;[''];.java.desktop.javax.imageio.plugins.tiff.ExifTIFFTagSet;TAG_SUBJECT_AREA
TAG_SUBJECT_DISTANCE;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/ExifTIFFTagSet.html#TAG_SUBJECT_DISTANCE;9;[''];.java.desktop.javax.imageio.plugins.tiff.ExifTIFFTagSet;TAG_SUBJECT_DISTANCE
TAG_SUBJECT_DISTANCE_RANGE;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/ExifTIFFTagSet.html#TAG_SUBJECT_DISTANCE_RANGE;9;[''];.java.desktop.javax.imageio.plugins.tiff.ExifTIFFTagSet;TAG_SUBJECT_DISTANCE_RANGE
TAG_SUBJECT_LOCATION;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/ExifTIFFTagSet.html#TAG_SUBJECT_LOCATION;9;[''];.java.desktop.javax.imageio.plugins.tiff.ExifTIFFTagSet;TAG_SUBJECT_LOCATION
TAG_T4_OPTIONS;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/BaselineTIFFTagSet.html#TAG_T4_OPTIONS;9;[''];.java.desktop.javax.imageio.plugins.tiff.BaselineTIFFTagSet;TAG_T4_OPTIONS
TAG_T6_OPTIONS;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/BaselineTIFFTagSet.html#TAG_T6_OPTIONS;9;[''];.java.desktop.javax.imageio.plugins.tiff.BaselineTIFFTagSet;TAG_T6_OPTIONS
TAG_TARGET_PRINTER;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/BaselineTIFFTagSet.html#TAG_TARGET_PRINTER;9;[''];.java.desktop.javax.imageio.plugins.tiff.BaselineTIFFTagSet;TAG_TARGET_PRINTER
TAG_THRESHHOLDING;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/BaselineTIFFTagSet.html#TAG_THRESHHOLDING;9;[''];.java.desktop.javax.imageio.plugins.tiff.BaselineTIFFTagSet;TAG_THRESHHOLDING
TAG_TILE_BYTE_COUNTS;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/BaselineTIFFTagSet.html#TAG_TILE_BYTE_COUNTS;9;[''];.java.desktop.javax.imageio.plugins.tiff.BaselineTIFFTagSet;TAG_TILE_BYTE_COUNTS
TAG_TILE_LENGTH;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/BaselineTIFFTagSet.html#TAG_TILE_LENGTH;9;[''];.java.desktop.javax.imageio.plugins.tiff.BaselineTIFFTagSet;TAG_TILE_LENGTH
TAG_TILE_OFFSETS;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/BaselineTIFFTagSet.html#TAG_TILE_OFFSETS;9;[''];.java.desktop.javax.imageio.plugins.tiff.BaselineTIFFTagSet;TAG_TILE_OFFSETS
TAG_TILE_WIDTH;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/BaselineTIFFTagSet.html#TAG_TILE_WIDTH;9;[''];.java.desktop.javax.imageio.plugins.tiff.BaselineTIFFTagSet;TAG_TILE_WIDTH
TAG_TRANSFER_FUNCTION;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/BaselineTIFFTagSet.html#TAG_TRANSFER_FUNCTION;9;[''];.java.desktop.javax.imageio.plugins.tiff.BaselineTIFFTagSet;TAG_TRANSFER_FUNCTION
TAG_TRANSFER_RANGE;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/BaselineTIFFTagSet.html#TAG_TRANSFER_RANGE;9;[''];.java.desktop.javax.imageio.plugins.tiff.BaselineTIFFTagSet;TAG_TRANSFER_RANGE
TAG_USER_COMMENT;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/ExifTIFFTagSet.html#TAG_USER_COMMENT;9;[''];.java.desktop.javax.imageio.plugins.tiff.ExifTIFFTagSet;TAG_USER_COMMENT
TAG_WHITE_BALANCE;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/ExifTIFFTagSet.html#TAG_WHITE_BALANCE;9;[''];.java.desktop.javax.imageio.plugins.tiff.ExifTIFFTagSet;TAG_WHITE_BALANCE
TAG_WHITE_POINT;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/BaselineTIFFTagSet.html#TAG_WHITE_POINT;9;[''];.java.desktop.javax.imageio.plugins.tiff.BaselineTIFFTagSet;TAG_WHITE_POINT
TAG_X_POSITION;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/BaselineTIFFTagSet.html#TAG_X_POSITION;9;[''];.java.desktop.javax.imageio.plugins.tiff.BaselineTIFFTagSet;TAG_X_POSITION
TAG_X_RESOLUTION;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/BaselineTIFFTagSet.html#TAG_X_RESOLUTION;9;[''];.java.desktop.javax.imageio.plugins.tiff.BaselineTIFFTagSet;TAG_X_RESOLUTION
TAG_Y_CB_CR_COEFFICIENTS;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/BaselineTIFFTagSet.html#TAG_Y_CB_CR_COEFFICIENTS;9;[''];.java.desktop.javax.imageio.plugins.tiff.BaselineTIFFTagSet;TAG_Y_CB_CR_COEFFICIENTS
TAG_Y_CB_CR_POSITIONING;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/BaselineTIFFTagSet.html#TAG_Y_CB_CR_POSITIONING;9;[''];.java.desktop.javax.imageio.plugins.tiff.BaselineTIFFTagSet;TAG_Y_CB_CR_POSITIONING
TAG_Y_CB_CR_SUBSAMPLING;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/BaselineTIFFTagSet.html#TAG_Y_CB_CR_SUBSAMPLING;9;[''];.java.desktop.javax.imageio.plugins.tiff.BaselineTIFFTagSet;TAG_Y_CB_CR_SUBSAMPLING
TAG_Y_POSITION;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/BaselineTIFFTagSet.html#TAG_Y_POSITION;9;[''];.java.desktop.javax.imageio.plugins.tiff.BaselineTIFFTagSet;TAG_Y_POSITION
TAG_Y_RESOLUTION;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/BaselineTIFFTagSet.html#TAG_Y_RESOLUTION;9;[''];.java.desktop.javax.imageio.plugins.tiff.BaselineTIFFTagSet;TAG_Y_RESOLUTION
Taglet;https://docs.oracle.com/en/java/javase/11/docs/api//jdk.javadoc/jdk/javadoc/doclet/Taglet.html;9;[''];.jdk.javadoc.jdk.javadoc.doclet.Taglet;Taglet
takeSnapshot();https://docs.oracle.com/en/java/javase/11/docs/api//jdk.jfr/jdk/jfr/FlightRecorder.html#takeSnapshot();9;[''];.jdk.jfr.jdk.jfr.FlightRecorder;takeSnapshot
takeSnapshot();https://docs.oracle.com/en/java/javase/11/docs/api//jdk.management.jfr/jdk/management/jfr/FlightRecorderMXBean.html#takeSnapshot();9;[''];.jdk.management.jfr.jdk.management.jfr.FlightRecorderMXBean;takeSnapshot
targets();https://docs.oracle.com/en/java/javase/11/docs/api//java.base/java/lang/module/ModuleDescriptor.Exports.html#targets();9;[''];.java.base.java.lang.module.ModuleDescriptor.Exports;targets
targets();https://docs.oracle.com/en/java/javase/11/docs/api//java.base/java/lang/module/ModuleDescriptor.Opens.html#targets();9;[''];.java.base.java.lang.module.ModuleDescriptor.Opens;targets
TemplateLiteralTree;https://docs.oracle.com/en/java/javase/11/docs/api//jdk.scripting.nashorn/jdk/nashorn/api/tree/TemplateLiteralTree.html;9;[''];.jdk.scripting.nashorn.jdk.nashorn.api.tree.TemplateLiteralTree;TemplateLiteralTree
THRESHHOLDING_NONE;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/BaselineTIFFTagSet.html#THRESHHOLDING_NONE;9;[''];.java.desktop.javax.imageio.plugins.tiff.BaselineTIFFTagSet;THRESHHOLDING_NONE
THRESHHOLDING_ORDERED_DITHER;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/BaselineTIFFTagSet.html#THRESHHOLDING_ORDERED_DITHER;9;[''];.java.desktop.javax.imageio.plugins.tiff.BaselineTIFFTagSet;THRESHHOLDING_ORDERED_DITHER
THRESHHOLDING_RANDOMIZED_DITHER;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/BaselineTIFFTagSet.html#THRESHHOLDING_RANDOMIZED_DITHER;9;[''];.java.desktop.javax.imageio.plugins.tiff.BaselineTIFFTagSet;THRESHHOLDING_RANDOMIZED_DITHER
Threshold;https://docs.oracle.com/en/java/javase/11/docs/api//jdk.jfr/jdk/jfr/Threshold.html;9;[''];.jdk.jfr.jdk.jfr.Threshold;Threshold
throwConvertedInvocationException(Throwable);https://docs.oracle.com/en/java/javase/11/docs/api//jdk.jshell/jdk/jshell/execution/DirectExecutionControl.html#throwConvertedInvocationException(java.lang.Throwable);9;['Throwable'];.jdk.jshell.jdk.jshell.execution.DirectExecutionControl;throwConvertedInvocationException
throwConvertedOtherException(Throwable);https://docs.oracle.com/en/java/javase/11/docs/api//jdk.jshell/jdk/jshell/execution/DirectExecutionControl.html#throwConvertedOtherException(java.lang.Throwable);9;['Throwable'];.jdk.jshell.jdk.jshell.execution.DirectExecutionControl;throwConvertedOtherException
ThrowTree;https://docs.oracle.com/en/java/javase/11/docs/api//jdk.scripting.nashorn/jdk/nashorn/api/tree/ThrowTree.html;9;[''];.jdk.scripting.nashorn.jdk.nashorn.api.tree.ThrowTree;ThrowTree
TICKS;https://docs.oracle.com/en/java/javase/11/docs/api//jdk.jfr/jdk/jfr/Timespan.html#TICKS;9;[''];.jdk.jfr.jdk.jfr.Timespan;TICKS
TICKS;https://docs.oracle.com/en/java/javase/11/docs/api//jdk.jfr/jdk/jfr/Timestamp.html#TICKS;9;[''];.jdk.jfr.jdk.jfr.Timestamp;TICKS
TIFF_ASCII;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/TIFFTag.html#TIFF_ASCII;9;[''];.java.desktop.javax.imageio.plugins.tiff.TIFFTag;TIFF_ASCII
TIFF_BYTE;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/TIFFTag.html#TIFF_BYTE;9;[''];.java.desktop.javax.imageio.plugins.tiff.TIFFTag;TIFF_BYTE
TIFF_DOUBLE;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/TIFFTag.html#TIFF_DOUBLE;9;[''];.java.desktop.javax.imageio.plugins.tiff.TIFFTag;TIFF_DOUBLE
TIFF_FLOAT;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/TIFFTag.html#TIFF_FLOAT;9;[''];.java.desktop.javax.imageio.plugins.tiff.TIFFTag;TIFF_FLOAT
TIFF_IFD_POINTER;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/TIFFTag.html#TIFF_IFD_POINTER;9;[''];.java.desktop.javax.imageio.plugins.tiff.TIFFTag;TIFF_IFD_POINTER
TIFF_LONG;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/TIFFTag.html#TIFF_LONG;9;[''];.java.desktop.javax.imageio.plugins.tiff.TIFFTag;TIFF_LONG
TIFF_RATIONAL;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/TIFFTag.html#TIFF_RATIONAL;9;[''];.java.desktop.javax.imageio.plugins.tiff.TIFFTag;TIFF_RATIONAL
TIFF_SBYTE;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/TIFFTag.html#TIFF_SBYTE;9;[''];.java.desktop.javax.imageio.plugins.tiff.TIFFTag;TIFF_SBYTE
TIFF_SHORT;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/TIFFTag.html#TIFF_SHORT;9;[''];.java.desktop.javax.imageio.plugins.tiff.TIFFTag;TIFF_SHORT
TIFF_SLONG;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/TIFFTag.html#TIFF_SLONG;9;[''];.java.desktop.javax.imageio.plugins.tiff.TIFFTag;TIFF_SLONG
TIFF_SRATIONAL;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/TIFFTag.html#TIFF_SRATIONAL;9;[''];.java.desktop.javax.imageio.plugins.tiff.TIFFTag;TIFF_SRATIONAL
TIFF_SSHORT;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/TIFFTag.html#TIFF_SSHORT;9;[''];.java.desktop.javax.imageio.plugins.tiff.TIFFTag;TIFF_SSHORT
TIFF_UNDEFINED;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/TIFFTag.html#TIFF_UNDEFINED;9;[''];.java.desktop.javax.imageio.plugins.tiff.TIFFTag;TIFF_UNDEFINED
TIFFDirectory;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/TIFFDirectory.html;9;[''];.java.desktop.javax.imageio.plugins.tiff.TIFFDirectory;TIFFDirectory
TIFFDirectory(TIFFTagSet[], TIFFTag);https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/TIFFDirectory.html#%3Cinit%3E(javax.imageio.plugins.tiff.TIFFTagSet%5B%5D,javax.imageio.plugins.tiff.TIFFTag);9;['TIFFTagSet[]', 'TIFFTag'];.java.desktop.javax.imageio.plugins.tiff.TIFFDirectory;TIFFDirectory
TIFFField;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/TIFFField.html;9;[''];.java.desktop.javax.imageio.plugins.tiff.TIFFField;TIFFField
TIFFField(TIFFTag, int, int);https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/TIFFField.html#%3Cinit%3E(javax.imageio.plugins.tiff.TIFFTag,int,int);9;['TIFFTag', 'int', 'int'];.java.desktop.javax.imageio.plugins.tiff.TIFFField;TIFFField
TIFFField(TIFFTag, int, int, Object);https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/TIFFField.html#%3Cinit%3E(javax.imageio.plugins.tiff.TIFFTag,int,int,java.lang.Object);9;['TIFFTag', 'int', 'int', 'Object'];.java.desktop.javax.imageio.plugins.tiff.TIFFField;TIFFField
TIFFField(TIFFTag, int, long, TIFFDirectory);https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/TIFFField.html#%3Cinit%3E(javax.imageio.plugins.tiff.TIFFTag,int,long,javax.imageio.plugins.tiff.TIFFDirectory);9;['TIFFTag', 'int', 'long', 'TIFFDirectory'];.java.desktop.javax.imageio.plugins.tiff.TIFFField;TIFFField
TIFFField(TIFFTag, long);https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/TIFFField.html#%3Cinit%3E(javax.imageio.plugins.tiff.TIFFTag,long);9;['TIFFTag', 'long'];.java.desktop.javax.imageio.plugins.tiff.TIFFField;TIFFField
TIFFImageReadParam;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/TIFFImageReadParam.html;9;[''];.java.desktop.javax.imageio.plugins.tiff.TIFFImageReadParam;TIFFImageReadParam
TIFFImageReadParam();https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/TIFFImageReadParam.html#%3Cinit%3E();9;[''];.java.desktop.javax.imageio.plugins.tiff.TIFFImageReadParam;TIFFImageReadParam
TIFFTag;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/TIFFTag.html;9;[''];.java.desktop.javax.imageio.plugins.tiff.TIFFTag;TIFFTag
TIFFTag(String, int, int);https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/TIFFTag.html#%3Cinit%3E(java.lang.String,int,int);9;['String', 'int', 'int'];.java.desktop.javax.imageio.plugins.tiff.TIFFTag;TIFFTag
TIFFTag(String, int, int, int);https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/TIFFTag.html#%3Cinit%3E(java.lang.String,int,int,int);9;['String', 'int', 'int', 'int'];.java.desktop.javax.imageio.plugins.tiff.TIFFTag;TIFFTag
TIFFTag(String, int, TIFFTagSet);https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/TIFFTag.html#%3Cinit%3E(java.lang.String,int,javax.imageio.plugins.tiff.TIFFTagSet);9;['String', 'int', 'TIFFTagSet'];.java.desktop.javax.imageio.plugins.tiff.TIFFTag;TIFFTag
TIFFTagSet;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/TIFFTagSet.html;9;[''];.java.desktop.javax.imageio.plugins.tiff.TIFFTagSet;TIFFTagSet
TIFFTagSet(List<TIFFTag>);https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/TIFFTagSet.html#%3Cinit%3E(java.util.List);9;['List<TIFFTag>'];.java.desktop.javax.imageio.plugins.tiff.TIFFTagSet;TIFFTagSet
