Value;Href;Version;MethodParameter;FullClassPath;ModifiedValue
EXIF_VERSION_2_1;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/ExifTIFFTagSet.html#EXIF_VERSION_2_1;9;[''];.java.desktop.javax.imageio.plugins.tiff.ExifTIFFTagSet;EXIF_VERSION_2_1
EXIF_VERSION_2_2;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/ExifTIFFTagSet.html#EXIF_VERSION_2_2;9;[''];.java.desktop.javax.imageio.plugins.tiff.ExifTIFFTagSet;EXIF_VERSION_2_2
ExifGPSTagSet;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/ExifGPSTagSet.html;9;[''];.java.desktop.javax.imageio.plugins.tiff.ExifGPSTagSet;ExifGPSTagSet
ExifInteroperabilityTagSet;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/ExifInteroperabilityTagSet.html;9;[''];.java.desktop.javax.imageio.plugins.tiff.ExifInteroperabilityTagSet;ExifInteroperabilityTagSet
ExifParentTIFFTagSet;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/ExifParentTIFFTagSet.html;9;[''];.java.desktop.javax.imageio.plugins.tiff.ExifParentTIFFTagSet;ExifParentTIFFTagSet
ExifTIFFTagSet;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/ExifTIFFTagSet.html;9;[''];.java.desktop.javax.imageio.plugins.tiff.ExifTIFFTagSet;ExifTIFFTagSet
expectContinue();https://docs.oracle.com/en/java/javase/11/docs/api//java.net.http/java/net/http/HttpRequest.html#expectContinue();11;[''];.java.net.http.java.net.http.HttpRequest;expectContinue
expectContinue(boolean);https://docs.oracle.com/en/java/javase/11/docs/api//java.net.http/java/net/http/HttpRequest.Builder.html#expectContinue(boolean);11;['boolean'];.java.net.http.java.net.http.HttpRequest.Builder;expectContinue
Experimental;https://docs.oracle.com/en/java/javase/11/docs/api//jdk.jfr/jdk/jfr/Experimental.html;9;[''];.jdk.jfr.jdk.jfr.Experimental;Experimental
expert();https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/java/beans/BeanProperty.html#expert();9;[''];.java.desktop.java.beans.BeanProperty;expert
EXPLICIT;https://docs.oracle.com/en/java/javase/11/docs/api//java.compiler/javax/lang/model/util/Elements.Origin.html#EXPLICIT;9;[''];.java.compiler.javax.lang.model.util.Elements.Origin;EXPLICIT
exports();https://docs.oracle.com/en/java/javase/11/docs/api//java.base/java/lang/module/ModuleDescriptor.html#exports();9;[''];.java.base.java.lang.module.ModuleDescriptor;exports
EXPORTS;https://docs.oracle.com/en/java/javase/11/docs/api//java.compiler/javax/lang/model/element/ModuleElement.DirectiveKind.html#EXPORTS;9;[''];.java.compiler.javax.lang.model.element.ModuleElement.DirectiveKind;EXPORTS
ExportsTree;https://docs.oracle.com/en/java/javase/11/docs/api//jdk.compiler/com/sun/source/tree/ExportsTree.html;9;[''];.jdk.compiler.com.sun.source.tree.ExportsTree;ExportsTree
EXPOSURE_MODE_AUTO_BRACKET;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/ExifTIFFTagSet.html#EXPOSURE_MODE_AUTO_BRACKET;9;[''];.java.desktop.javax.imageio.plugins.tiff.ExifTIFFTagSet;EXPOSURE_MODE_AUTO_BRACKET
EXPOSURE_MODE_AUTO_EXPOSURE;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/ExifTIFFTagSet.html#EXPOSURE_MODE_AUTO_EXPOSURE;9;[''];.java.desktop.javax.imageio.plugins.tiff.ExifTIFFTagSet;EXPOSURE_MODE_AUTO_EXPOSURE
EXPOSURE_MODE_MANUAL_EXPOSURE;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/ExifTIFFTagSet.html#EXPOSURE_MODE_MANUAL_EXPOSURE;9;[''];.java.desktop.javax.imageio.plugins.tiff.ExifTIFFTagSet;EXPOSURE_MODE_MANUAL_EXPOSURE
EXPOSURE_PROGRAM_ACTION_PROGRAM;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/ExifTIFFTagSet.html#EXPOSURE_PROGRAM_ACTION_PROGRAM;9;[''];.java.desktop.javax.imageio.plugins.tiff.ExifTIFFTagSet;EXPOSURE_PROGRAM_ACTION_PROGRAM
EXPOSURE_PROGRAM_APERTURE_PRIORITY;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/ExifTIFFTagSet.html#EXPOSURE_PROGRAM_APERTURE_PRIORITY;9;[''];.java.desktop.javax.imageio.plugins.tiff.ExifTIFFTagSet;EXPOSURE_PROGRAM_APERTURE_PRIORITY
EXPOSURE_PROGRAM_CREATIVE_PROGRAM;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/ExifTIFFTagSet.html#EXPOSURE_PROGRAM_CREATIVE_PROGRAM;9;[''];.java.desktop.javax.imageio.plugins.tiff.ExifTIFFTagSet;EXPOSURE_PROGRAM_CREATIVE_PROGRAM
EXPOSURE_PROGRAM_LANDSCAPE_MODE;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/ExifTIFFTagSet.html#EXPOSURE_PROGRAM_LANDSCAPE_MODE;9;[''];.java.desktop.javax.imageio.plugins.tiff.ExifTIFFTagSet;EXPOSURE_PROGRAM_LANDSCAPE_MODE
EXPOSURE_PROGRAM_MANUAL;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/ExifTIFFTagSet.html#EXPOSURE_PROGRAM_MANUAL;9;[''];.java.desktop.javax.imageio.plugins.tiff.ExifTIFFTagSet;EXPOSURE_PROGRAM_MANUAL
EXPOSURE_PROGRAM_MAX_RESERVED;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/ExifTIFFTagSet.html#EXPOSURE_PROGRAM_MAX_RESERVED;9;[''];.java.desktop.javax.imageio.plugins.tiff.ExifTIFFTagSet;EXPOSURE_PROGRAM_MAX_RESERVED
EXPOSURE_PROGRAM_NORMAL_PROGRAM;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/ExifTIFFTagSet.html#EXPOSURE_PROGRAM_NORMAL_PROGRAM;9;[''];.java.desktop.javax.imageio.plugins.tiff.ExifTIFFTagSet;EXPOSURE_PROGRAM_NORMAL_PROGRAM
EXPOSURE_PROGRAM_NOT_DEFINED;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/ExifTIFFTagSet.html#EXPOSURE_PROGRAM_NOT_DEFINED;9;[''];.java.desktop.javax.imageio.plugins.tiff.ExifTIFFTagSet;EXPOSURE_PROGRAM_NOT_DEFINED
EXPOSURE_PROGRAM_PORTRAIT_MODE;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/ExifTIFFTagSet.html#EXPOSURE_PROGRAM_PORTRAIT_MODE;9;[''];.java.desktop.javax.imageio.plugins.tiff.ExifTIFFTagSet;EXPOSURE_PROGRAM_PORTRAIT_MODE
EXPOSURE_PROGRAM_SHUTTER_PRIORITY;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/ExifTIFFTagSet.html#EXPOSURE_PROGRAM_SHUTTER_PRIORITY;9;[''];.java.desktop.javax.imageio.plugins.tiff.ExifTIFFTagSet;EXPOSURE_PROGRAM_SHUTTER_PRIORITY
ExpressionSnippet;https://docs.oracle.com/en/java/javase/11/docs/api//jdk.jshell/jdk/jshell/ExpressionSnippet.html;9;[''];.jdk.jshell.jdk.jshell.ExpressionSnippet;ExpressionSnippet
ExpressionStatementTree;https://docs.oracle.com/en/java/javase/11/docs/api//jdk.scripting.nashorn/jdk/nashorn/api/tree/ExpressionStatementTree.html;9;[''];.jdk.scripting.nashorn.jdk.nashorn.api.tree.ExpressionStatementTree;ExpressionStatementTree
ExpressionTree;https://docs.oracle.com/en/java/javase/11/docs/api//jdk.scripting.nashorn/jdk/nashorn/api/tree/ExpressionTree.html;9;[''];.jdk.scripting.nashorn.jdk.nashorn.api.tree.ExpressionTree;ExpressionTree
extensionCommand(String, Object);https://docs.oracle.com/en/java/javase/11/docs/api//jdk.jshell/jdk/jshell/spi/ExecutionControl.html#extensionCommand(java.lang.String,java.lang.Object);9;['String', 'Object'];.jdk.jshell.jdk.jshell.spi.ExecutionControl;extensionCommand
EXTRA_SAMPLES_ASSOCIATED_ALPHA;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/BaselineTIFFTagSet.html#EXTRA_SAMPLES_ASSOCIATED_ALPHA;9;[''];.java.desktop.javax.imageio.plugins.tiff.BaselineTIFFTagSet;EXTRA_SAMPLES_ASSOCIATED_ALPHA
EXTRA_SAMPLES_UNASSOCIATED_ALPHA;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/BaselineTIFFTagSet.html#EXTRA_SAMPLES_UNASSOCIATED_ALPHA;9;[''];.java.desktop.javax.imageio.plugins.tiff.BaselineTIFFTagSet;EXTRA_SAMPLES_UNASSOCIATED_ALPHA
EXTRA_SAMPLES_UNSPECIFIED;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/BaselineTIFFTagSet.html#EXTRA_SAMPLES_UNSPECIFIED;9;[''];.java.desktop.javax.imageio.plugins.tiff.BaselineTIFFTagSet;EXTRA_SAMPLES_UNSPECIFIED
extraRemoteVMOptions();https://docs.oracle.com/en/java/javase/11/docs/api//jdk.jshell/jdk/jshell/spi/ExecutionEnv.html#extraRemoteVMOptions();9;[''];.jdk.jshell.jdk.jshell.spi.ExecutionEnv;extraRemoteVMOptions
FailOverExecutionControlProvider;https://docs.oracle.com/en/java/javase/11/docs/api//jdk.jshell/jdk/jshell/execution/FailOverExecutionControlProvider.html;9;[''];.jdk.jshell.jdk.jshell.execution.FailOverExecutionControlProvider;FailOverExecutionControlProvider
FailOverExecutionControlProvider();https://docs.oracle.com/en/java/javase/11/docs/api//jdk.jshell/jdk/jshell/execution/FailOverExecutionControlProvider.html#%3Cinit%3E();9;[''];.jdk.jshell.jdk.jshell.execution.FailOverExecutionControlProvider;FailOverExecutionControlProvider
FaxTIFFTagSet;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/FaxTIFFTagSet.html;9;[''];.java.desktop.javax.imageio.plugins.tiff.FaxTIFFTagSet;FaxTIFFTagSet
feature();https://docs.oracle.com/en/java/javase/11/docs/api//java.base/java/lang/Runtime.Version.html#feature();9;[''];.java.base.java.lang.Runtime.Version;feature
fieldVarHandle(MethodHandles.Lookup, String, Class<VarHandle>, Class<?>, Class<?>);https://docs.oracle.com/en/java/javase/11/docs/api//java.base/java/lang/invoke/ConstantBootstraps.html#fieldVarHandle(java.lang.invoke.MethodHandles.Lookup,java.lang.String,java.lang.Class,java.lang.Class,java.lang.Class);11;['MethodHandles.Lookup', 'String', 'Class<VarHandle>', 'Class<?>', 'Class<?>'];.java.base.java.lang.invoke.ConstantBootstraps;fieldVarHandle
FILE_SOURCE_DSC;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/ExifTIFFTagSet.html#FILE_SOURCE_DSC;9;[''];.java.desktop.javax.imageio.plugins.tiff.ExifTIFFTagSet;FILE_SOURCE_DSC
FilesEvent;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/java/awt/desktop/FilesEvent.html;9;[''];.java.desktop.java.awt.desktop.FilesEvent;FilesEvent
FILL_ORDER_LEFT_TO_RIGHT;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/BaselineTIFFTagSet.html#FILL_ORDER_LEFT_TO_RIGHT;9;[''];.java.desktop.javax.imageio.plugins.tiff.BaselineTIFFTagSet;FILL_ORDER_LEFT_TO_RIGHT
FILL_ORDER_RIGHT_TO_LEFT;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/BaselineTIFFTagSet.html#FILL_ORDER_RIGHT_TO_LEFT;9;[''];.java.desktop.javax.imageio.plugins.tiff.BaselineTIFFTagSet;FILL_ORDER_RIGHT_TO_LEFT
find(String);https://docs.oracle.com/en/java/javase/11/docs/api//java.base/java/lang/module/ModuleFinder.html#find(java.lang.String);9;['String'];.java.base.java.lang.module.ModuleFinder;find
findAll();https://docs.oracle.com/en/java/javase/11/docs/api//java.base/java/lang/module/ModuleFinder.html#findAll();9;[''];.java.base.java.lang.module.ModuleFinder;findAll
findClass(String);https://docs.oracle.com/en/java/javase/11/docs/api//jdk.jshell/jdk/jshell/execution/DirectExecutionControl.html#findClass(java.lang.String);9;['String'];.jdk.jshell.jdk.jshell.execution.DirectExecutionControl;findClass
findClass(String);https://docs.oracle.com/en/java/javase/11/docs/api//jdk.jshell/jdk/jshell/execution/LoaderDelegate.html#findClass(java.lang.String);9;['String'];.jdk.jshell.jdk.jshell.execution.LoaderDelegate;findClass
FindException;https://docs.oracle.com/en/java/javase/11/docs/api//java.base/java/lang/module/FindException.html;9;[''];.java.base.java.lang.module.FindException;FindException
FindException();https://docs.oracle.com/en/java/javase/11/docs/api//java.base/java/lang/module/FindException.html#%3Cinit%3E();9;[''];.java.base.java.lang.module.FindException;FindException
FindException(String);https://docs.oracle.com/en/java/javase/11/docs/api//java.base/java/lang/module/FindException.html#%3Cinit%3E(java.lang.String);9;['String'];.java.base.java.lang.module.FindException;FindException
FindException(String, Throwable);https://docs.oracle.com/en/java/javase/11/docs/api//java.base/java/lang/module/FindException.html#%3Cinit%3E(java.lang.String,java.lang.Throwable);9;['String', 'Throwable'];.java.base.java.lang.module.FindException;FindException
FindException(Throwable);https://docs.oracle.com/en/java/javase/11/docs/api//java.base/java/lang/module/FindException.html#%3Cinit%3E(java.lang.Throwable);9;['Throwable'];.java.base.java.lang.module.FindException;FindException
findFirst(String);https://docs.oracle.com/en/java/javase/11/docs/api//java.base/java/util/spi/ToolProvider.html#findFirst(java.lang.String);9;['String'];.java.base.java.util.spi.ToolProvider;findFirst
findLoader(String);https://docs.oracle.com/en/java/javase/11/docs/api//java.base/java/lang/ModuleLayer.html#findLoader(java.lang.String);9;['String'];.java.base.java.lang.ModuleLayer;findLoader
findModule(String);https://docs.oracle.com/en/java/javase/11/docs/api//java.base/java/lang/module/Configuration.html#findModule(java.lang.String);9;['String'];.java.base.java.lang.module.Configuration;findModule
findModule(String);https://docs.oracle.com/en/java/javase/11/docs/api//java.base/java/lang/ModuleLayer.html#findModule(java.lang.String);9;['String'];.java.base.java.lang.ModuleLayer;findModule
firstValue(String);https://docs.oracle.com/en/java/javase/11/docs/api//java.net.http/java/net/http/HttpHeaders.html#firstValue(java.lang.String);11;['String'];.java.net.http.java.net.http.HttpHeaders;firstValue
firstValueAsLong(String);https://docs.oracle.com/en/java/javase/11/docs/api//java.net.http/java/net/http/HttpHeaders.html#firstValueAsLong(java.lang.String);11;['String'];.java.net.http.java.net.http.HttpHeaders;firstValueAsLong
FLASH_DID_NOT_FIRE;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/ExifTIFFTagSet.html#FLASH_DID_NOT_FIRE;9;[''];.java.desktop.javax.imageio.plugins.tiff.ExifTIFFTagSet;FLASH_DID_NOT_FIRE
FLASH_FIRED;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/ExifTIFFTagSet.html#FLASH_FIRED;9;[''];.java.desktop.javax.imageio.plugins.tiff.ExifTIFFTagSet;FLASH_FIRED
FLASH_MASK_FIRED;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/ExifTIFFTagSet.html#FLASH_MASK_FIRED;9;[''];.java.desktop.javax.imageio.plugins.tiff.ExifTIFFTagSet;FLASH_MASK_FIRED
FLASH_MASK_FUNCTION_NOT_PRESENT;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/ExifTIFFTagSet.html#FLASH_MASK_FUNCTION_NOT_PRESENT;9;[''];.java.desktop.javax.imageio.plugins.tiff.ExifTIFFTagSet;FLASH_MASK_FUNCTION_NOT_PRESENT
FLASH_MASK_MODE_AUTO;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/ExifTIFFTagSet.html#FLASH_MASK_MODE_AUTO;9;[''];.java.desktop.javax.imageio.plugins.tiff.ExifTIFFTagSet;FLASH_MASK_MODE_AUTO
FLASH_MASK_MODE_FLASH_FIRING;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/ExifTIFFTagSet.html#FLASH_MASK_MODE_FLASH_FIRING;9;[''];.java.desktop.javax.imageio.plugins.tiff.ExifTIFFTagSet;FLASH_MASK_MODE_FLASH_FIRING
FLASH_MASK_MODE_FLASH_SUPPRESSION;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/ExifTIFFTagSet.html#FLASH_MASK_MODE_FLASH_SUPPRESSION;9;[''];.java.desktop.javax.imageio.plugins.tiff.ExifTIFFTagSet;FLASH_MASK_MODE_FLASH_SUPPRESSION
FLASH_MASK_RED_EYE_REDUCTION;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/ExifTIFFTagSet.html#FLASH_MASK_RED_EYE_REDUCTION;9;[''];.java.desktop.javax.imageio.plugins.tiff.ExifTIFFTagSet;FLASH_MASK_RED_EYE_REDUCTION
FLASH_MASK_RETURN_DETECTED;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/ExifTIFFTagSet.html#FLASH_MASK_RETURN_DETECTED;9;[''];.java.desktop.javax.imageio.plugins.tiff.ExifTIFFTagSet;FLASH_MASK_RETURN_DETECTED
FLASH_MASK_RETURN_NOT_DETECTED;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/ExifTIFFTagSet.html#FLASH_MASK_RETURN_NOT_DETECTED;9;[''];.java.desktop.javax.imageio.plugins.tiff.ExifTIFFTagSet;FLASH_MASK_RETURN_NOT_DETECTED
FLASH_STROBE_RETURN_LIGHT_DETECTED;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/ExifTIFFTagSet.html#FLASH_STROBE_RETURN_LIGHT_DETECTED;9;[''];.java.desktop.javax.imageio.plugins.tiff.ExifTIFFTagSet;FLASH_STROBE_RETURN_LIGHT_DETECTED
FLASH_STROBE_RETURN_LIGHT_NOT_DETECTED;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/ExifTIFFTagSet.html#FLASH_STROBE_RETURN_LIGHT_NOT_DETECTED;9;[''];.java.desktop.javax.imageio.plugins.tiff.ExifTIFFTagSet;FLASH_STROBE_RETURN_LIGHT_NOT_DETECTED
FlightRecorder;https://docs.oracle.com/en/java/javase/11/docs/api//jdk.jfr/jdk/jfr/FlightRecorder.html;9;[''];.jdk.jfr.jdk.jfr.FlightRecorder;FlightRecorder
FlightRecorderListener;https://docs.oracle.com/en/java/javase/11/docs/api//jdk.jfr/jdk/jfr/FlightRecorderListener.html;9;[''];.jdk.jfr.jdk.jfr.FlightRecorderListener;FlightRecorderListener
FlightRecorderMXBean;https://docs.oracle.com/en/java/javase/11/docs/api//jdk.management.jfr/jdk/management/jfr/FlightRecorderMXBean.html;9;[''];.jdk.management.jfr.jdk.management.jfr.FlightRecorderMXBean;FlightRecorderMXBean
FlightRecorderPermission;https://docs.oracle.com/en/java/javase/11/docs/api//jdk.jfr/jdk/jfr/FlightRecorderPermission.html;9;[''];.jdk.jfr.jdk.jfr.FlightRecorderPermission;FlightRecorderPermission
FlightRecorderPermission(String);https://docs.oracle.com/en/java/javase/11/docs/api//jdk.jfr/jdk/jfr/FlightRecorderPermission.html#%3Cinit%3E(java.lang.String);9;['String'];.jdk.jfr.jdk.jfr.FlightRecorderPermission;FlightRecorderPermission
Flow;https://docs.oracle.com/en/java/javase/11/docs/api//java.base/java/util/concurrent/Flow.html;9;[''];.java.base.java.util.concurrent.Flow;Flow
FOCAL_PLANE_RESOLUTION_UNIT_CENTIMETER;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/ExifTIFFTagSet.html#FOCAL_PLANE_RESOLUTION_UNIT_CENTIMETER;9;[''];.java.desktop.javax.imageio.plugins.tiff.ExifTIFFTagSet;FOCAL_PLANE_RESOLUTION_UNIT_CENTIMETER
FOCAL_PLANE_RESOLUTION_UNIT_INCH;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/ExifTIFFTagSet.html#FOCAL_PLANE_RESOLUTION_UNIT_INCH;9;[''];.java.desktop.javax.imageio.plugins.tiff.ExifTIFFTagSet;FOCAL_PLANE_RESOLUTION_UNIT_INCH
FOCAL_PLANE_RESOLUTION_UNIT_NONE;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/ExifTIFFTagSet.html#FOCAL_PLANE_RESOLUTION_UNIT_NONE;9;[''];.java.desktop.javax.imageio.plugins.tiff.ExifTIFFTagSet;FOCAL_PLANE_RESOLUTION_UNIT_NONE
FocusEvent.Cause;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/java/awt/event/FocusEvent.Cause.html;9;[''];.java.desktop.java.awt.event.FocusEvent.Cause;FocusEvent.Cause
followRedirects(HttpClient.Redirect);https://docs.oracle.com/en/java/javase/11/docs/api//java.net.http/java/net/http/HttpClient.Builder.html#followRedirects(java.net.http.HttpClient.Redirect);11;['HttpClient.Redirect'];.java.net.http.java.net.http.HttpClient.Builder;followRedirects
ForInLoopTree;https://docs.oracle.com/en/java/javase/11/docs/api//jdk.scripting.nashorn/jdk/nashorn/api/tree/ForInLoopTree.html;9;[''];.jdk.scripting.nashorn.jdk.nashorn.api.tree.ForInLoopTree;ForInLoopTree
ForLoopTree;https://docs.oracle.com/en/java/javase/11/docs/api//jdk.scripting.nashorn/jdk/nashorn/api/tree/ForLoopTree.html;9;[''];.jdk.scripting.nashorn.jdk.nashorn.api.tree.ForLoopTree;ForLoopTree
ForOfLoopTree;https://docs.oracle.com/en/java/javase/11/docs/api//jdk.scripting.nashorn/jdk/nashorn/api/tree/ForOfLoopTree.html;9;[''];.jdk.scripting.nashorn.jdk.nashorn.api.tree.ForOfLoopTree;ForOfLoopTree
forwardExecutionControl(ExecutionControl, ObjectInput, ObjectOutput);https://docs.oracle.com/en/java/javase/11/docs/api//jdk.jshell/jdk/jshell/execution/Util.html#forwardExecutionControl(jdk.jshell.spi.ExecutionControl,java.io.ObjectInput,java.io.ObjectOutput);9;['ExecutionControl', 'ObjectInput', 'ObjectOutput'];.jdk.jshell.jdk.jshell.execution.Util;forwardExecutionControl
forwardExecutionControlAndIO(ExecutionControl, InputStream, OutputStream, Map<String, Consumer<OutputStream>>, Map<String, Consumer<InputStream>>);https://docs.oracle.com/en/java/javase/11/docs/api//jdk.jshell/jdk/jshell/execution/Util.html#forwardExecutionControlAndIO(jdk.jshell.spi.ExecutionControl,java.io.InputStream,java.io.OutputStream,java.util.Map,java.util.Map);9;['ExecutionControl', 'InputStream', 'OutputStream', 'Map<String', 'Consumer<OutputStream>>', 'Map<String', 'Consumer<InputStream>>'];.jdk.jshell.jdk.jshell.execution.Util;forwardExecutionControlAndIO
Frequency;https://docs.oracle.com/en/java/javase/11/docs/api//jdk.jfr/jdk/jfr/Frequency.html;9;[''];.jdk.jfr.jdk.jfr.Frequency;Frequency
from(CompositeData);https://docs.oracle.com/en/java/javase/11/docs/api//jdk.management.jfr/jdk/management/jfr/ConfigurationInfo.html#from(javax.management.openmbean.CompositeData);9;['CompositeData'];.jdk.management.jfr.jdk.management.jfr.ConfigurationInfo;from
from(CompositeData);https://docs.oracle.com/en/java/javase/11/docs/api//jdk.management.jfr/jdk/management/jfr/EventTypeInfo.html#from(javax.management.openmbean.CompositeData);9;['CompositeData'];.jdk.management.jfr.jdk.management.jfr.EventTypeInfo;from
from(CompositeData);https://docs.oracle.com/en/java/javase/11/docs/api//jdk.management.jfr/jdk/management/jfr/RecordingInfo.html#from(javax.management.openmbean.CompositeData);9;['CompositeData'];.jdk.management.jfr.jdk.management.jfr.RecordingInfo;from
from(CompositeData);https://docs.oracle.com/en/java/javase/11/docs/api//jdk.management.jfr/jdk/management/jfr/SettingDescriptorInfo.html#from(javax.management.openmbean.CompositeData);9;['CompositeData'];.jdk.management.jfr.jdk.management.jfr.SettingDescriptorInfo;from
fromLineSubscriber(Flow.Subscriber<? super String>);https://docs.oracle.com/en/java/javase/11/docs/api//java.net.http/java/net/http/HttpResponse.BodyHandlers.html#fromLineSubscriber(java.util.concurrent.Flow.Subscriber);11;['Flow.Subscriber<?superString>'];.java.net.http.java.net.http.HttpResponse.BodyHandlers;fromLineSubscriber
fromLineSubscriber(Flow.Subscriber<? super String>);https://docs.oracle.com/en/java/javase/11/docs/api//java.net.http/java/net/http/HttpResponse.BodySubscribers.html#fromLineSubscriber(java.util.concurrent.Flow.Subscriber);11;['Flow.Subscriber<?superString>'];.java.net.http.java.net.http.HttpResponse.BodySubscribers;fromLineSubscriber
fromLineSubscriber(S, Function<? super S, ? extends T>, String);https://docs.oracle.com/en/java/javase/11/docs/api//java.net.http/java/net/http/HttpResponse.BodyHandlers.html#fromLineSubscriber(S,java.util.function.Function,java.lang.String);11;['S', 'Function<?superS', '?extendsT>', 'String'];.java.net.http.java.net.http.HttpResponse.BodyHandlers;fromLineSubscriber
fromLineSubscriber(S, Function<? super S, ? extends T>, Charset, String);https://docs.oracle.com/en/java/javase/11/docs/api//java.net.http/java/net/http/HttpResponse.BodySubscribers.html#fromLineSubscriber(S,java.util.function.Function,java.nio.charset.Charset,java.lang.String);11;['S', 'Function<?superS', '?extendsT>', 'Charset', 'String'];.java.net.http.java.net.http.HttpResponse.BodySubscribers;fromLineSubscriber
fromPublisher(Flow.Publisher<? extends ByteBuffer>);https://docs.oracle.com/en/java/javase/11/docs/api//java.net.http/java/net/http/HttpRequest.BodyPublishers.html#fromPublisher(java.util.concurrent.Flow.Publisher);11;['Flow.Publisher<?extendsByteBuffer>'];.java.net.http.java.net.http.HttpRequest.BodyPublishers;fromPublisher
fromPublisher(Flow.Publisher<? extends ByteBuffer>, long);https://docs.oracle.com/en/java/javase/11/docs/api//java.net.http/java/net/http/HttpRequest.BodyPublishers.html#fromPublisher(java.util.concurrent.Flow.Publisher,long);11;['Flow.Publisher<?extendsByteBuffer>', 'long'];.java.net.http.java.net.http.HttpRequest.BodyPublishers;fromPublisher
fromSubscriber(Flow.Subscriber<? super List<ByteBuffer>>);https://docs.oracle.com/en/java/javase/11/docs/api//java.net.http/java/net/http/HttpResponse.BodyHandlers.html#fromSubscriber(java.util.concurrent.Flow.Subscriber);11;['Flow.Subscriber<?superList<ByteBuffer>>'];.java.net.http.java.net.http.HttpResponse.BodyHandlers;fromSubscriber
fromSubscriber(Flow.Subscriber<? super List<ByteBuffer>>);https://docs.oracle.com/en/java/javase/11/docs/api//java.net.http/java/net/http/HttpResponse.BodySubscribers.html#fromSubscriber(java.util.concurrent.Flow.Subscriber);11;['Flow.Subscriber<?superList<ByteBuffer>>'];.java.net.http.java.net.http.HttpResponse.BodySubscribers;fromSubscriber
